
Param size = 182.449 MB
Start training !
========> pt_309:  4.930933639407158
========> pt_310:  5.3219738602638245
========> pt_311:  5.296392813324928
========> pt_312:  5.336684957146645
========> pt_313:  5.590092167258263
========> pt_314:  6.1853645741939545
========> pt_315:  5.5787429213523865
========> pt_316:  6.5089101344347
========> pt_317:  5.199209973216057
========> pt_318:  7.960262298583984
========> pt_319:  5.177007466554642
========> pt_320:  5.076533183455467
========> pt_321:  4.716973155736923
========> pt_322:  5.461731106042862
========> pt_323:  8.573912233114243
========> pt_324:  5.840745121240616
========> pt_325:  5.140900686383247
========> pt_326:  5.6444064527750015
========> pt_327:  5.1108114421367645
========> pt_328:  5.580942258238792
========> pt_329:  5.24320974946022
========> pt_330:  8.279372677206993
========> pt_331:  5.2985285222530365
========> pt_332:  5.101621896028519
========> pt_333:  4.963822513818741
========> pt_334:  4.882829859852791
========> pt_335:  5.816965997219086
========> pt_336:  5.3784071654081345
========> pt_337:  6.43124021589756
========> pt_338:  5.609450191259384
========> pt_339:  5.6066276133060455
========> pt_340:  4.325868263840675
===============================================> mean Dose score: 5.492518515884877
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.075773137845,     best is           0.075773137845
            Average val evaluation index is   -5.492518515885,     best is           -5.059325158596
    Train use time   1534.79671
    Train loader use time     74.35515
    Val use time     45.31416
    Total use time   1583.92842
    End lr is 0.000295141484, 0.000295141484
    time: 21:42:50
Epoch: 13, iter: 6499
    Begin lr is 0.000295141484, 0.000295141484
========> pt_241:  4.072188287973404
========> pt_242:  4.830147996544838
========> pt_243:  4.610977321863174
========> pt_244:  4.88624282181263
========> pt_245:  4.649294391274452
========> pt_246:  4.695206135511398
========> pt_247:  5.057272166013718
========> pt_248:  3.9868316426873207
========> pt_249:  4.388210624456406
========> pt_250:  4.710185304284096
========> pt_251:  4.082841798663139
========> pt_252:  4.235579930245876
========> pt_253:  4.32965125888586
========> pt_254:  3.8150353729724884
========> pt_255:  3.7677744030952454
========> pt_256:  4.7577915340662
========> pt_257:  4.655663967132568
========> pt_258:  4.161187894642353
========> pt_259:  4.342188313603401
========> pt_260:  7.572893723845482
========> pt_261:  4.548853486776352
========> pt_262:  4.486149698495865
========> pt_263:  5.2358633279800415
========> pt_264:  4.9566800147295
========> pt_265:  4.780616760253906
========> pt_266:  4.799097031354904
========> pt_267:  5.406121835112572
========> pt_268:  4.493960291147232
========> pt_269:  4.865141287446022
========> pt_270:  5.721585601568222
========> pt_271:  5.493753179907799
========> pt_272:  4.046266153454781
========> pt_273:  5.251989886164665
========> pt_274:  4.775608405470848
========> pt_275:  4.006717726588249
========> pt_276:  4.434947967529297
========> pt_277:  4.65790294110775
========> pt_278:  4.828057661652565
========> pt_279:  3.5645446181297302
========> pt_280:  3.539402447640896
========> pt_281:  5.060830116271973
========> pt_282:  5.1841869950294495
========> pt_283:  7.151458635926247
========> pt_284:  3.9100652933120728
========> pt_285:  4.175367020070553
========> pt_286:  5.239298716187477
========> pt_287:  4.7616081684827805
========> pt_288:  4.531498700380325
========> pt_289:  4.266398288309574
========> pt_290:  3.8670525327324867
========> pt_291:  5.181154757738113
========> pt_292:  3.8020724803209305
========> pt_293:  4.982193261384964
========> pt_294:  4.828826412558556
========> pt_295:  3.805611915886402
========> pt_296:  4.4028497487306595
========> pt_297:  4.803425297141075
========> pt_298:  4.376557841897011
========> pt_299:  4.570183455944061
========> pt_300:  5.073952078819275
========> pt_301:  3.9314038679003716
========> pt_302:  5.214934423565865
========> pt_303:  4.505766928195953
========> pt_304:  4.903823956847191
========> pt_305:  4.007514901459217
========> pt_306:  4.74274143576622
========> pt_307:  5.070074945688248
========> pt_308:  4.578758627176285
========> pt_309:  4.505729898810387
========> pt_310:  4.127388410270214
========> pt_311:  4.589107036590576
========> pt_312:  4.731200784444809
========> pt_313:  4.757904186844826
========> pt_314:  5.660007297992706
========> pt_315:  5.193377584218979
========> pt_316:  4.574991017580032
========> pt_317:  4.933568462729454
========> pt_318:  5.238886177539825
========> pt_319:  4.693379178643227
========> pt_320:  4.437609910964966
========> pt_321:  3.6568784341216087
========> pt_322:  4.791492968797684
========> pt_323:  7.592753991484642
========> pt_324:  5.26494026184082
========> pt_325:  4.723308831453323
========> pt_326:  5.156719535589218
========> pt_327:  4.534039124846458
========> pt_328:  4.9025654792785645
========> pt_329:  4.9565339833498
========> pt_330:  7.941993772983551
========> pt_331:  4.498358443379402
========> pt_332:  4.969261661171913
========> pt_333:  4.350678995251656
========> pt_334:  4.240831062197685
========> pt_335:  5.248844996094704
========> pt_336:  4.451142325997353
========> pt_337:  5.245577543973923
========> pt_338:  4.848982393741608
========> pt_339:  4.868224635720253
========> pt_340:  3.4257621318101883
===============================================> mean Dose score: 4.735420765355229
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.072664819799,     best is           0.072664819799
            Average val evaluation index is   -4.735420765355,     best is           -4.735420765355
    Train use time   1536.79054
    Train loader use time     75.00247
    Val use time     45.11223
    Total use time   1587.00175
    End lr is 0.000294370163, 0.000294370163
    time: 22:09:17
Epoch: 14, iter: 6999
    Begin lr is 0.000294370163, 0.000294370163
========> pt_241:  4.134092815220356
========> pt_242:  4.6923162788152695
========> pt_243:  5.442646369338036
========> pt_244:  5.016003176569939
========> pt_245:  4.9855780601501465
========> pt_246:  4.838143736124039
========> pt_247:  5.170255601406097
========> pt_248:  4.556514397263527
========> pt_249:  4.683281108736992
========> pt_250:  4.82839822769165
========> pt_251:  4.567694142460823
========> pt_252:  4.189050421118736
========> pt_253:  4.940032437443733
========> pt_254:  4.399458169937134
========> pt_255:  4.175756089389324
========> pt_256:  4.875422939658165
========> pt_257:  4.643614813685417
========> pt_258:  4.382666125893593
========> pt_259:  4.495754390954971
========> pt_260:  7.512884736061096
========> pt_261:  5.290629267692566
========> pt_262:  4.4627466052770615
========> pt_263:  5.52959032356739
========> pt_264:  5.617354661226273
========> pt_265:  4.6751513332128525
========> pt_266:  4.7196173667907715
========> pt_267:  5.55102251470089
========> pt_268:  4.789132475852966
========> pt_269:  4.641791507601738
========> pt_270:  6.015554070472717
========> pt_271:  5.497730448842049
========> pt_272:  4.017130807042122
========> pt_273:  5.1941536366939545
========> pt_274:  4.818656370043755
========> pt_275:  4.095810689032078
========> pt_276:  4.5358603447675705
========> pt_277:  4.769071415066719
========> pt_278:  5.572052597999573
========> pt_279:  4.225650317966938
========> pt_280:  4.195986390113831
========> pt_281:  4.802829176187515
========> pt_282:  5.0331806391477585
========> pt_283:  6.852245554327965
========> pt_284:  3.7103115767240524
========> pt_285:  4.655981063842773
========> pt_286:  5.174256861209869
========> pt_287:  5.272931307554245
========> pt_288:  4.608837962150574
========> pt_289:  4.761810004711151
========> pt_290:  4.587027132511139
========> pt_291:  5.088683515787125
========> pt_292:  4.356324151158333
========> pt_293:  5.153285190463066
========> pt_294:  4.8475199937820435
========> pt_295:  4.0452840924263
========> pt_296:  4.50885497033596
========> pt_297:  5.426192805171013
========> pt_298:  4.544572159647942
========> pt_299:  4.703986272215843
========> pt_300:  5.528659895062447
========> pt_301:  4.2571959644556046
========> pt_302:  5.889695882797241
========> pt_303:  4.334806427359581
========> pt_304:  5.0625501573085785
========> pt_305:  4.46585550904274
========> pt_306:  4.859119579195976
========> pt_307:  5.111665204167366
========> pt_308:  5.0143832713365555
========> pt_309:  4.253687039017677
========> pt_310:  4.579180553555489
========> pt_311:  4.697031006217003
========> pt_312:  4.813018515706062
========> pt_313:  4.753452315926552
========> pt_314:  5.777251198887825
========> pt_315:  5.2092887461185455
========> pt_316:  5.316096618771553
========> pt_317:  4.66081939637661
========> pt_318:  6.411836817860603
========> pt_319:  4.58255909383297
========> pt_320:  4.486800581216812
========> pt_321:  4.103008210659027
========> pt_322:  4.9102915823459625
========> pt_323:  7.788738012313843
========> pt_324:  5.286838188767433
========> pt_325:  4.778587445616722
========> pt_326:  5.201943889260292
========> pt_327:  4.539108499884605
========> pt_328:  5.281577929854393
========> pt_329:  5.049334838986397
========> pt_330:  8.467349484562874
========> pt_331:  4.50902447104454
========> pt_332:  4.572405219078064
========> pt_333:  4.599899277091026
========> pt_334:  4.330167323350906
========> pt_335:  5.4040320217609406
========> pt_336:  4.644058644771576
========> pt_337:  5.590585544705391
========> pt_338:  4.852920547127724
========> pt_339:  4.902153983712196
========> pt_340:  3.830002024769783
===============================================> mean Dose score: 4.93585352525115
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.071173146337,     best is           0.071173146337
            Average val evaluation index is   -4.935853525251,     best is           -4.735420765355
    Train use time   1536.04040
    Train loader use time     72.57803
    Val use time     45.80331
    Total use time   1585.13888
    End lr is 0.000293543203, 0.000293543203
    time: 22:35:43
Epoch: 15, iter: 7499
    Begin lr is 0.000293543203, 0.000293543203
========> pt_241:  4.052827917039394
========> pt_242:  4.550551101565361
========> pt_243:  5.3446801751852036
========> pt_244:  5.224645510315895
========> pt_245:  5.093255341053009
========> pt_246:  4.6950663626194
========> pt_247:  5.212359577417374
========> pt_248:  4.221165589988232
========> pt_249:  4.7581107169389725
========> pt_250:  4.499557465314865
========> pt_251:  4.133557975292206
========> pt_252:  4.163296222686768
========> pt_253:  4.635680094361305
========> pt_254:  4.46394145488739
========> pt_255:  4.119882918894291
========> pt_256:  4.739241898059845
========> pt_257:  4.493585303425789
========> pt_258:  4.30934950709343
========> pt_259:  4.381134882569313
========> pt_260:  6.185877248644829
========> pt_261:  4.761781319975853
========> pt_262:  4.521793872117996
========> pt_263:  5.212165042757988
========> pt_264:  5.433674827218056
========> pt_265:  4.7512102127075195
========> pt_266:  4.531404301524162
========> pt_267:  5.2892424911260605
========> pt_268:  4.813029989600182
========> pt_269:  4.53644186258316
========> pt_270:  6.411439925432205
========> pt_271:  5.355180874466896
========> pt_272:  3.9360638335347176
========> pt_273:  5.182322487235069
========> pt_274:  4.776504412293434
========> pt_275:  4.140364080667496
========> pt_276:  4.419256374239922
========> pt_277:  4.586114436388016
========> pt_278:  5.738132521510124
========> pt_279:  4.185725599527359
========> pt_280:  4.0855832770466805
========> pt_281:  4.82226125895977
========> pt_282:  4.915360435843468
========> pt_283:  6.9807203114032745
========> pt_284:  3.745066523551941
========> pt_285:  4.447852969169617
========> pt_286:  5.366729870438576
========> pt_287:  5.357329621911049
========> pt_288:  4.5439087599515915
========> pt_289:  4.946507886052132
========> pt_290:  4.656205847859383
========> pt_291:  4.8789819329977036
========> pt_292:  4.232613928616047
========> pt_293:  5.088110342621803
========> pt_294:  4.605575725436211
========> pt_295:  4.048110842704773
========> pt_296:  4.389140531420708
========> pt_297:  5.129031985998154
========> pt_298:  4.475100338459015
========> pt_299:  4.602513238787651
========> pt_300:  5.474037900567055
========> pt_301:  4.132118262350559
========> pt_302:  6.048102378845215
========> pt_303:  4.4804393500089645
========> pt_304:  5.002354979515076
========> pt_305:  4.2292870208621025
========> pt_306:  4.723418354988098
========> pt_307:  5.057811439037323
========> pt_308:  4.853212088346481
========> pt_309:  4.162331633269787
========> pt_310:  4.303392991423607
========> pt_311:  4.578529670834541
========> pt_312:  4.6742235124111176
========> pt_313:  5.158540233969688
========> pt_314:  5.5507659167051315
========> pt_315:  4.919926002621651
========> pt_316:  5.493835061788559
========> pt_317:  4.753882065415382
========> pt_318:  5.917665064334869
========> pt_319:  4.618598595261574
========> pt_320:  4.3850985914468765
========> pt_321:  4.204419702291489
========> pt_322:  4.899860769510269
========> pt_323:  7.823559194803238
========> pt_324:  5.1080092042684555
========> pt_325:  4.638282060623169
========> pt_326:  5.20452968776226
========> pt_327:  4.531138315796852
========> pt_328:  5.090240836143494
========> pt_329:  7.191663160920143
========> pt_330:  8.931489884853363
========> pt_331:  4.423949718475342
========> pt_332:  4.520233944058418
========> pt_333:  4.392386078834534
========> pt_334:  4.052314460277557
========> pt_335:  5.6617435067892075
========> pt_336:  4.687492549419403
========> pt_337:  5.503209754824638
========> pt_338:  4.767000898718834
========> pt_339:  4.729040041565895
========> pt_340:  3.7636584043502808
===============================================> mean Dose score: 4.878181146457791
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.069554453857,     best is           0.069554453857
            Average val evaluation index is   -4.878181146458,     best is           -4.735420765355
    Train use time   1538.93520
    Train loader use time     76.02987
    Val use time     46.07317
    Total use time   1588.55187
    End lr is 0.000292660925, 0.000292660925
    time: 23:02:11
Epoch: 16, iter: 7999
    Begin lr is 0.000292660925, 0.000292660925
========> pt_241:  4.3247391283512115
========> pt_242:  4.35248039662838
========> pt_243:  6.139615550637245
========> pt_244:  5.016069412231445
========> pt_245:  5.042370706796646
========> pt_246:  5.132279619574547
========> pt_247:  4.993608742952347
========> pt_248:  4.494133442640305
========> pt_249:  5.3175026923418045
========> pt_250:  4.702596887946129
========> pt_251:  4.659292325377464
========> pt_252:  4.474822357296944
========> pt_253:  5.5479078739881516
========> pt_254:  5.276031345129013
========> pt_255:  4.096039906144142
========> pt_256:  4.64941643178463
========> pt_257:  5.191861987113953
========> pt_258:  4.729480221867561
========> pt_259:  4.346622973680496
========> pt_260:  6.730301529169083
========> pt_261:  5.809091776609421
========> pt_262:  4.531915411353111
========> pt_263:  5.276264473795891
========> pt_264:  5.793917551636696
========> pt_265:  4.791806414723396
========> pt_266:  4.8705799132585526
========> pt_267:  5.553840398788452
========> pt_268:  5.411976128816605
========> pt_269:  4.775552079081535
========> pt_270:  6.585691347718239
========> pt_271:  5.89461974799633
========> pt_272:  3.766384497284889
========> pt_273:  5.183970034122467
========> pt_274:  5.083033666014671
========> pt_275:  4.3349141255021095
========> pt_276:  4.494089633226395
========> pt_277:  4.730412736535072
========> pt_278:  6.494083255529404
========> pt_279:  4.669802933931351
========> pt_280:  4.660132527351379
========> pt_281:  4.895280078053474
========> pt_282:  4.973811060190201
========> pt_283:  6.737672984600067
========> pt_284:  3.832820951938629
========> pt_285:  4.743062183260918
========> pt_286:  5.38480281829834
========> pt_287:  5.758863762021065
========> pt_288:  4.66605618596077
========> pt_289:  5.636232867836952
========> pt_290:  5.312491208314896
========> pt_291:  4.9863301217556
========> pt_292:  4.468319788575172
========> pt_293:  5.566608756780624
========> pt_294:  4.761349484324455
========> pt_295:  4.846154600381851
========> pt_296:  4.543895721435547
========> pt_297:  6.0607121884822845
========> pt_298:  4.599020481109619
========> pt_299:  4.74393367767334
========> pt_300:  5.9435950219631195
========> pt_301:  4.766409993171692
========> pt_302:  6.712363138794899
========> pt_303:  4.616037830710411
========> pt_304:  5.088670998811722
========> pt_305:  4.5709428191185
========> pt_306:  4.928132966160774
========> pt_307:  5.195513293147087
========> pt_308:  5.322357714176178
========> pt_309:  4.300701059401035
========> pt_310:  4.614900350570679
========> pt_311:  4.608767554163933
========> pt_312:  4.842066243290901
========> pt_313:  4.685836136341095
========> pt_314:  5.777821764349937
========> pt_315:  5.0193483382463455
========> pt_316:  5.9935033321380615
========> pt_317:  5.252836346626282
========> pt_318:  6.575866565108299
========> pt_319:  4.585720673203468
========> pt_320:  4.402696415781975
========> pt_321:  4.069994688034058
========> pt_322:  5.08316196501255
========> pt_323:  8.011590763926506
========> pt_324:  5.257445201277733
========> pt_325:  4.972564056515694
========> pt_326:  4.861108213663101
========> pt_327:  4.595692530274391
========> pt_328:  5.21942175924778
========> pt_329:  6.019064038991928
========> pt_330:  7.744457125663757
========> pt_331:  4.817280545830727
========> pt_332:  4.564126804471016
========> pt_333:  4.625106900930405
========> pt_334:  4.180370680987835
========> pt_335:  5.938476622104645
========> pt_336:  5.392986312508583
========> pt_337:  5.449346080422401
========> pt_338:  4.808664172887802
========> pt_339:  5.068314746022224
========> pt_340:  4.432236477732658
===============================================> mean Dose score: 5.113621693477034
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.068225708455,     best is           0.068225708455
            Average val evaluation index is   -5.113621693477,     best is           -4.735420765355
    Train use time   1535.10485
    Train loader use time     74.49715
    Val use time     46.08061
    Total use time   1584.62364
    End lr is 0.000291723667, 0.000291723667
    time: 23:28:36
Epoch: 17, iter: 8499
    Begin lr is 0.000291723667, 0.000291723667
========> pt_241:  4.008681587874889
========> pt_242:  4.09483514726162
========> pt_243:  5.238816291093826
========> pt_244:  4.663025513291359
========> pt_245:  4.636082202196121
========> pt_246:  4.674212038516998
========> pt_247:  4.525879621505737
========> pt_248:  3.8157253712415695
========> pt_249:  4.622953459620476
========> pt_250:  4.290313012897968
========> pt_251:  4.413384348154068
========> pt_252:  4.0200235322117805
========> pt_253:  4.933987781405449
========> pt_254:  4.373876601457596
========> pt_255:  3.680758997797966
========> pt_256:  4.108865894377232
========> pt_257:  4.371139034628868
========> pt_258:  4.028449021279812
========> pt_259:  4.048572927713394
========> pt_260:  6.693473979830742
========> pt_261:  5.027532875537872
========> pt_262:  4.238051511347294
========> pt_263:  4.748440831899643
========> pt_264:  5.208643078804016
========> pt_265:  4.2810749635100365
========> pt_266:  4.45499025285244
========> pt_267:  4.8279716074466705
========> pt_268:  4.714518785476685
========> pt_269:  4.315123222768307
========> pt_270:  6.2456051260232925
========> pt_271:  5.185764655470848
========> pt_272:  3.8127778843045235
========> pt_273:  4.646916687488556
========> pt_274:  4.490263611078262
========> pt_275:  3.8236992061138153
========> pt_276:  4.029381796717644
========> pt_277:  4.16140902787447
========> pt_278:  5.488176345825195
========> pt_279:  4.0545667335391045
========> pt_280:  3.8962063938379288
========> pt_281:  4.455656781792641
========> pt_282:  4.6046411246061325
========> pt_283:  6.437576413154602
========> pt_284:  3.539428785443306
========> pt_285:  4.085346236824989
========> pt_286:  4.709897935390472
========> pt_287:  5.176693499088287
========> pt_288:  4.077510870993137
========> pt_289:  4.684191718697548
========> pt_290:  4.616334065794945
========> pt_291:  4.59961399435997
========> pt_292:  4.001692943274975
========> pt_293:  4.760705903172493
========> pt_294:  4.312154613435268
========> pt_295:  4.000985212624073
========> pt_296:  3.8427018001675606
========> pt_297:  5.032701343297958
========> pt_298:  4.316209852695465
========> pt_299:  4.051217660307884
========> pt_300:  5.637539327144623
========> pt_301:  4.225633107125759
========> pt_302:  5.932760015130043
========> pt_303:  4.145360179245472
========> pt_304:  4.462593272328377
========> pt_305:  4.222952648997307
========> pt_306:  4.261756576597691
========> pt_307:  4.5367855578660965
========> pt_308:  4.848466068506241
========> pt_309:  3.8086704909801483
========> pt_310:  4.72330205142498
========> pt_311:  4.217684827744961
========> pt_312:  4.241295754909515
========> pt_313:  4.345002807676792
========> pt_314:  5.167619213461876
========> pt_315:  4.5239222794771194
========> pt_316:  5.1478011906147
========> pt_317:  4.763473197817802
========> pt_318:  6.410755664110184
========> pt_319:  4.094403050839901
========> pt_320:  3.9993658289313316
========> pt_321:  4.621052443981171
========> pt_322:  4.446927756071091
========> pt_323:  7.896645292639732
========> pt_324:  4.6747299283742905
========> pt_325:  4.500080049037933
========> pt_326:  4.576583281159401
========> pt_327:  4.062465466558933
========> pt_328:  4.610729068517685
========> pt_329:  4.886360168457031
========> pt_330:  7.59472019970417
========> pt_331:  4.531180039048195
========> pt_332:  4.106588587164879
========> pt_333:  3.972613140940666
========> pt_334:  3.744412250816822
========> pt_335:  5.40825754404068
========> pt_336:  4.815945401787758
========> pt_337:  5.027193874120712
========> pt_338:  4.307931438088417
========> pt_339:  4.397451803088188
========> pt_340:  3.9107412099838257
===============================================> mean Dose score: 4.6000918377190825
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.066310426630,     best is           0.066310426630
            Average val evaluation index is   -4.600091837719,     best is           -4.600091837719
    Train use time   1536.93090
    Train loader use time     76.50040
    Val use time     46.29666
    Total use time   1588.22462
    End lr is 0.000290731791, 0.000290731791
    time: 23:55:04
Epoch: 18, iter: 8999
    Begin lr is 0.000290731791, 0.000290731791
========> pt_241:  3.7837424129247665
========> pt_242:  4.000473581254482
========> pt_243:  4.94463711977005
========> pt_244:  4.409785196185112
========> pt_245:  4.760871231555939
========> pt_246:  4.544102773070335
========> pt_247:  4.322023466229439
========> pt_248:  3.9044642075896263
========> pt_249:  4.326613284647465
========> pt_250:  4.072212539613247
========> pt_251:  4.374983310699463
========> pt_252:  4.062418006360531
========> pt_253:  4.6953292191028595
========> pt_254:  4.107253812253475
========> pt_255:  3.642640896141529
========> pt_256:  4.03848372399807
========> pt_257:  4.189683571457863
========> pt_258:  3.786083869636059
========> pt_259:  3.8202596455812454
========> pt_260:  6.223843842744827
========> pt_261:  4.718427211046219
========> pt_262:  4.152787700295448
========> pt_263:  4.573863968253136
========> pt_264:  5.018046051263809
========> pt_265:  4.137286990880966
========> pt_266:  4.483449682593346
========> pt_267:  4.920425117015839
========> pt_268:  4.554344788193703
========> pt_269:  4.160302318632603
========> pt_270:  6.3044870644807816
========> pt_271:  4.667247906327248
========> pt_272:  3.5267099738121033
========> pt_273:  4.491492360830307
========> pt_274:  4.4885581731796265
========> pt_275:  4.215063564479351
========> pt_276:  3.8819482550024986
========> pt_277:  4.092384427785873
========> pt_278:  5.037820264697075
========> pt_279:  4.313515834510326
========> pt_280:  3.7604741379618645
========> pt_281:  4.250423759222031
========> pt_282:  4.486973732709885
========> pt_283:  5.964619368314743
========> pt_284:  3.4938278794288635
========> pt_285:  4.030233733355999
========> pt_286:  4.714408218860626
========> pt_287:  5.169848278164864
========> pt_288:  4.008693844079971
========> pt_289:  4.369610659778118
========> pt_290:  4.558500424027443
========> pt_291:  4.282308667898178
========> pt_292:  4.004759080708027
========> pt_293:  4.512260630726814
========> pt_294:  4.103504195809364
========> pt_295:  3.8684995472431183
========> pt_296:  3.7770917266607285
========> pt_297:  4.9247095733881
========> pt_298:  4.154875427484512
========> pt_299:  4.100004397332668
========> pt_300:  5.581221282482147
========> pt_301:  4.018871188163757
========> pt_302:  5.39275735616684
========> pt_303:  3.923702798783779
========> pt_304:  4.35112439095974
========> pt_305:  4.1299473494291306
========> pt_306:  4.173670969903469
========> pt_307:  4.482403993606567
========> pt_308:  4.630128815770149
========> pt_309:  3.8189730048179626
========> pt_310:  4.532002508640289
========> pt_311:  4.0000931173563
========> pt_312:  4.192864969372749
========> pt_313:  4.146920889616013
========> pt_314:  5.2336446940898895
========> pt_315:  4.708450138568878
========> pt_316:  4.870283156633377
========> pt_317:  4.902425184845924
========> pt_318:  5.731795281171799
========> pt_319:  3.986876495182514
========> pt_320:  3.9094464853405952
========> pt_321:  4.190009273588657
========> pt_322:  4.433829262852669
========> pt_323:  8.176339194178581
========> pt_324:  4.764791131019592
========> pt_325:  4.545635059475899
========> pt_326:  4.336537681519985
========> pt_327:  3.9490071684122086
========> pt_328:  4.685104414820671
========> pt_329:  5.418086498975754
========> pt_330:  7.189073711633682
========> pt_331:  4.111623279750347
========> pt_332:  4.09140445291996
========> pt_333:  3.9725396037101746
========> pt_334:  3.6743636056780815
========> pt_335:  5.211689919233322
========> pt_336:  4.522227793931961
========> pt_337:  4.8818545788526535
========> pt_338:  4.204059317708015
========> pt_339:  4.260219074785709
========> pt_340:  3.7016096711158752
===============================================> mean Dose score: 4.473213034123182
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.064492708892,     best is           0.064492708892
            Average val evaluation index is   -4.473213034123,     best is           -4.473213034123
    Train use time   1537.20249
    Train loader use time     77.31250
    Val use time     46.03261
    Total use time   1588.50035
    End lr is 0.000289685679, 0.000289685679
    time: 00:21:33
Epoch: 19, iter: 9499
    Begin lr is 0.000289685679, 0.000289685679
========> pt_241:  3.8678330183029175
========> pt_242:  4.158208332955837
========> pt_243:  5.059160143136978
========> pt_244:  4.53502431511879
========> pt_245:  4.675242081284523
========> pt_246:  4.44738045334816
========> pt_247:  4.711068272590637
========> pt_248:  3.753827102482319
========> pt_249:  4.315624944865704
========> pt_250:  4.436642453074455
========> pt_251:  4.053639955818653
========> pt_252:  4.028954654932022
========> pt_253:  4.88001249730587
========> pt_254:  4.1233110055327415
========> pt_255:  3.5620125383138657
========> pt_256:  4.594489336013794
========> pt_257:  4.364968687295914
========> pt_258:  3.8100048527121544
========> pt_259:  3.630911707878113
========> pt_260:  7.021150141954422
========> pt_261:  4.704871848225594
========> pt_262:  4.019348658621311
========> pt_263:  4.947133734822273
========> pt_264:  4.994178786873817
========> pt_265:  4.169008657336235
========> pt_266:  4.535861909389496
========> pt_267:  4.984482824802399
========> pt_268:  4.27865918725729
========> pt_269:  4.232723452150822
========> pt_270:  5.780234932899475
========> pt_271:  5.128001421689987
========> pt_272:  3.6454832926392555
========> pt_273:  4.449845775961876
========> pt_274:  4.230497516691685
========> pt_275:  3.7889818102121353
========> pt_276:  4.036369398236275
========> pt_277:  3.9696312323212624
========> pt_278:  5.135574713349342
========> pt_279:  3.940747268497944
========> pt_280:  4.122599624097347
========> pt_281:  4.079135209321976
========> pt_282:  4.462771117687225
========> pt_283:  6.350869759917259
========> pt_284:  3.308812640607357
========> pt_285:  3.983481526374817
========> pt_286:  4.690999910235405
========> pt_287:  5.023164972662926
========> pt_288:  4.186503738164902
========> pt_289:  4.388773888349533
========> pt_290:  4.284133017063141
========> pt_291:  4.5128703117370605
========> pt_292:  3.876042328774929
========> pt_293:  4.492709636688232
========> pt_294:  4.442507177591324
========> pt_295:  3.6554598435759544
========> pt_296:  3.8844406977295876
========> pt_297:  4.980698004364967
========> pt_298:  3.946082890033722
========> pt_299:  4.271778240799904
========> pt_300:  5.340982973575592
========> pt_301:  4.013652391731739
========> pt_302:  5.494550094008446
========> pt_303:  3.817259483039379
========> pt_304:  4.511694759130478
========> pt_305:  4.1011616960167885
========> pt_306:  4.281200133264065
========> pt_307:  4.602812081575394
========> pt_308:  4.364390559494495
========> pt_309:  3.761572241783142
========> pt_310:  4.449650198221207
========> pt_311:  4.1058433055877686
========> pt_312:  4.209285154938698
========> pt_313:  4.072269909083843
========> pt_314:  5.263496115803719
========> pt_315:  4.65679831802845
========> pt_316:  4.596521258354187
========> pt_317:  4.731815159320831
========> pt_318:  5.734874978661537
========> pt_319:  3.9583933353424072
========> pt_320:  3.734908737242222
========> pt_321:  4.389465972781181
========> pt_322:  4.494810923933983
========> pt_323:  8.2463289052248
========> pt_324:  4.696432799100876
========> pt_325:  4.440569654107094
========> pt_326:  4.572825580835342
========> pt_327:  4.643981978297234
========> pt_328:  4.764979928731918
========> pt_329:  5.499612167477608
========> pt_330:  7.070488929748535
========> pt_331:  4.541258290410042
========> pt_332:  4.141242876648903
========> pt_333:  4.0255070105195045
========> pt_334:  3.7881340458989143
========> pt_335:  4.937567636370659
========> pt_336:  4.515778422355652
========> pt_337:  4.81024444103241
========> pt_338:  4.193070977926254
========> pt_339:  4.545962065458298
========> pt_340:  3.5779064893722534
===============================================> mean Dose score: 4.496442394331098
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.063466419116,     best is           0.063466419116
            Average val evaluation index is   -4.496442394331,     best is           -4.473213034123
    Train use time   1539.34902
    Train loader use time     80.37955
    Val use time     45.43103
    Total use time   1588.08604
    End lr is 0.000288585736, 0.000288585736
    time: 00:48:01
Epoch: 20, iter: 9999
    Begin lr is 0.000288585736, 0.000288585736
========> pt_241:  3.6544078961014748
========> pt_242:  3.7289485707879066
========> pt_243:  5.145241990685463
========> pt_244:  4.272746220231056
========> pt_245:  4.798668324947357
========> pt_246:  4.523823708295822
========> pt_247:  4.215930104255676
========> pt_248:  3.717253804206848
========> pt_249:  4.6472640335559845
========> pt_250:  4.0421707555651665
========> pt_251:  4.198692925274372
========> pt_252:  4.110584631562233
========> pt_253:  4.906943291425705
========> pt_254:  4.4884757697582245
========> pt_255:  3.547288663685322
